modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor,href,info
KA,FORD,A Combinar,,manual,flex,Vermelho,2018,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2018-1-0-12v-flex-4p-manual-flex-107124,FORD KA 2018 1.0 12V FLEX 4P MANUAL - Carango 107124
KA,FORD,A Combinar,,manual,flex,Branco,2016,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2016-1-0-12v-flex-4p-manual-flex-107123,FORD KA 2016 1.0 12V FLEX 4P MANUAL - Carango 107123
SPIN,CHEVROLET,A Combinar,,automatico,flex,Bege,2014,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/chevrolet-spin-2014-1-8-lt-8v-flex-4p-automatico-flex-107122,CHEVROLET SPIN 2014 1.8 LT 8V FLEX 4P AUTOMATICO - Carango 107122
COROLLA,TOYOTA,A Combinar,,automatico,flex,Branco,2018,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/toyota-corolla-2018-2-0-16v-altis-flex-4p-automatico-flex-107121,TOYOTA COROLLA 2018 2.0 16V ALTIS FLEX 4P AUTOMÁTICO - Carango 107121
COROLLA,TOYOTA,A Combinar,,automatico,flex,Prata,2022,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/toyota-corolla-2022-1-8-vvt-i-hybrid-premium-flex-altis-cvt-flex-107119,TOYOTA COROLLA 2022 1.8 VVT-I HYBRID PREMIUM FLEX ALTIS CVT - Carango 107119
KICKS,NISSAN,A Combinar,,,flex,Preto,2019,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/nissan-kicks-2019-1-6-16v-flexstart-sl-4p-xtronic-flex-107118,NISSAN KICKS  2019 1.6 16V FLEXSTART SL 4P XTRONIC - Carango 107118
GOL,VOLKSWAGEN,A Combinar,,manual,flex,Cinza,2018,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/volkswagen-gol-2018-1-0-mi-track-8v-flex-4p-manual-flex-107117,VOLKSWAGEN GOL 2018 1.0 MI TRACK 8V FLEX 4P MANUAL - Carango 107117
ROVER,LAND,A Combinar,,automatico,diesel,Branco,2015,False,MAGO REI VEÍCULOS,https://carango.com.br/veiculo/land-rover-freelander-2-2015-2-2-hse-sd4-16v-turbo-diesel-4p-automatico-diesel-107116,LAND ROVER FREELANDER 2 2015 2.2 HSE SD4 16V TURBO DIESEL 4P AUTOMATICO - Carango 107116
HR-V,HONDA,104990.0,79853,automatico,flex,Vermelho,2018,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/honda-hr-v-2018-1-8-16v-flex-touring-4p-automatico-flex-107108,HONDA HR-V 2018 1.8 16V FLEX TOURING 4P AUTOMATICO - Carango 107108
AMAROK,VOLKSWAGEN,214990.0,130157,automatico,diesel,Branco,2019,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/volkswagen-amarok-2019-3-0-v6-highline-cd-tdi-4x4-automatico-diesel-107106,VOLKSWAGEN AMAROK 2019 3.0 V6 HIGHLINE CD TDI 4X4 AUTOMATICO - Carango 107106
VOYAGE,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2019,False,Tipo Veículos,https://carango.com.br/veiculo/volkswagen-voyage-2019-1-6-mpi-flex-4p-manual-flex-107105,VOLKSWAGEN VOYAGE 2019 1.6 MPI FLEX 4P MANUAL - Carango 107105
IX35,HYUNDAI,96990.0,68085,automatico,flex,Grafite,2017,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/hyundai-ix35-2017-2-0-mpfi-gls-16v-flex-4p-automatico-flex-107104,HYUNDAI IX35 2017 2.0 MPFI GLS 16V FLEX 4P AUTOMATICO - Carango 107104
ONIX,CHEVROLET,69990.0,82653,manual,flex,Preto,2020,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-flex-lt-manual-flex-107102,CHEVROLET ONIX 2020 1.0 FLEX LT MANUAL - Carango 107102
3008,PEUGEOT,A Combinar,37024,automatico,gasolina,Prata,2020,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/peugeot-3008-2020-1-6-allure-thp-16v-gasolina-4p-autom-tico-gasolina-107097,PEUGEOT 3008 2020 1.6 ALLURE THP 16V GASOLINA 4P AUTOM  TICO - Carango 107097
VERSA,NISSAN,65990.0,84462,,flex,Cinza,2017,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/nissan-versa-2017-1-6-16v-flexstart-sl-4p-xtronic-flex-107096,NISSAN VERSA 2017 1.6 16V FLEXSTART SL 4P XTRONIC - Carango 107096
L200,MITSUBISHI,A Combinar,35531,automatico,diesel,Grafite,2021,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/mitsubishi-l200-triton-2021-2-4-16v-turbo-diesel-outdoor-hpe-s-cd-4x4-autom-tico-diesel-107091,MITSUBISHI L200 TRITON  2021 2.4 16V TURBO DIESEL OUTDOOR HPE-S CD 4X4 AUTOM  TICO - Carango 107091
NIVUS,VOLKSWAGEN,126990.0,48023,automatico,flex,Vermelho,2021,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/volkswagen-nivus-2021-1-0-200-tsi-flex-comfortline-automatico-flex-107084,VOLKSWAGEN NIVUS 2021 1.0 200 TSI FLEX COMFORTLINE AUTOMÁTICO - Carango 107084
AMAROK,VOLKSWAGEN,A Combinar,,automatico,diesel,Cinza,2019,False,Equilíbrio Veículos,https://carango.com.br/veiculo/volkswagen-amarok-2019-2-0-comfortline-4x4-cd-16v-turbo-intercooler-diesel-4p-automatico-107063,VOLKSWAGEN AMAROK 2019 2.0 COMFORTLINE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMATICO - Carango 107063
CROSSFOX,VOLKSWAGEN,45000.0,74000,manual,flex,Vermelho,2012,False,GORDINHO AUTOMÓVEIS - Aracaju,https://carango.com.br/veiculo/volkswagen-crossfox-2012-1-6-mi-8v-total-flex-4p-manual-flex-107059,VOLKSWAGEN CROSSFOX 2012 1.6 MI 8V TOTAL FLEX 4P MANUAL - Carango 107059
CRONOS,FIAT,85000.0,72000,automatico,flex,Branco,2020,False,GORDINHO AUTOMÓVEIS - Aracaju,https://carango.com.br/veiculo/fiat-cronos-2020-1-8-e-torq-flex-hgt-at6-flex-107057,FIAT CRONOS 2020 1.8 E.TORQ FLEX HGT AT6 - Carango 107057
307,PEUGEOT,A Combinar,,manual,flex,Preto,2012,False,TOM AUTOS,https://carango.com.br/veiculo/peugeot-307-2012-1-6-presence-pack-16v-flex-4p-manual-flex-107049,PEUGEOT 307 2012 1.6 PRESENCE PACK 16V FLEX 4P MANUAL - Carango 107049
X4,BMW,380000.0,12600,automatico,gasolina,Branco,2020,False,JULIANA VEICULOS,https://carango.com.br/veiculo/bmw-x4-2020-2-0-16v-turbo-xdrive-28i-gasolina-4p-automatico-gasolina-107005,BMW X4 2020 2.0 16V TURBO XDRIVE 28I GASOLINA 4P AUTOMÁTICO - Carango 107005
GOL,VOLKSWAGEN,40000.0,,manual,flex,Branco,2016,False,PEPPA VEICULOS,https://carango.com.br/veiculo/volkswagen-gol-2016-1-0-mi-special-8v-flex-4p-manual-flex-107001,VOLKSWAGEN GOL 2016 1.0 MI SPECIAL 8V FLEX 4P MANUAL - Carango 107001
CRUZE,CHEVROLET,50000.0,,automatico,flex,Prata,2012,False,PEPPA VEICULOS,https://carango.com.br/veiculo/chevrolet-cruze-2012-1-8-ltz-16v-flex-4p-automatico-flex-107000,CHEVROLET CRUZE 2012 1.8 LTZ 16V FLEX 4P AUTOMÁTICO - Carango 107000
S10,CHEVROLET,244990.0,54540,automatico,diesel,Branco,2022,False,KM VEÍCULOS,https://carango.com.br/veiculo/chevrolet-s10-2022-2-8-ltz-4x4-cd-16v-turbo-diesel-4p-automatico-106987,CHEVROLET S10 2022 2.8 LTZ 4X4 CD 16V TURBO DIESEL 4P AUTOMÁTICO - Carango 106987
ONIX,CHEVROLET,71990.0,21460,automatico,flex,Prata,2017,False,HN Veículos,https://carango.com.br/veiculo/chevrolet-onix-2017-1-4-mpfi-activ-8v-flex-4p-automatico-gasolina-e-alcool-106972,CHEVROLET ONIX 2017 1.4 MPFI ACTIV 8V FLEX 4P AUTOMÁTICO  - Carango 106972
ONIX,CHEVROLET,A Combinar,67384,manual,flex,branco,2019,False,Grupo R1 Autos ,https://carango.com.br/veiculo/chevrolet-onix-2019-onix-hatch-lt-1-0-8v-flexpower-5p-mec--flex-106971,CHEVROLET ONIX 2019 ONIX HATCH LT 1.0 8V FlexPower 5p Mec. - Carango 106971
MERIVA,CHEVROLET,A Combinar,,manual,flex,Cinza,2007,False,GM Veículos,https://carango.com.br/veiculo/chevrolet-meriva-2007-1-8-mpfi-maxx-8v-flex-4p-manual-flex-106940,CHEVROLET MERIVA 2007 1.8 MPFI MAXX 8V FLEX 4P MANUAL - Carango 106940
FIESTA,FORD,A Combinar,,manual,flex,Branco,2014,False,Tipo Veículos,https://carango.com.br/veiculo/ford-fiesta-2014-1-0-mpi-class-8v-flex-4p-manual-flex-106932,FORD FIESTA 2014 1.0 MPI CLASS 8V FLEX 4P MANUAL - Carango 106932
UP!,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2016,False,Tipo Veículos,https://carango.com.br/veiculo/volkswagen-up-2016-1-0-mpi-move-up-12v-flex-4p-manual-flex-106931,VOLKSWAGEN UP! 2016 1.0 MPI MOVE UP 12V FLEX 4P MANUAL - Carango 106931
FRONTIER,NISSAN,95990.0,,manual,diesel,Prata,2014,False,Capela Revcar,https://carango.com.br/veiculo/nissan-frontier-2014-2-5-sv-attack-4x2-cd-turbo-eletronic-diesel-4p-manual-diesel-106929,NISSAN FRONTIER 2014 2.5 SV ATTACK 4X2 CD TURBO ELETRONIC DIESEL 4P MANUAL - Carango 106929
ONIX,CHEVROLET,49000.0,85000,automatico,flex,Prata,2014,False,JLA Corretora,https://carango.com.br/veiculo/chevrolet-onix-2014-1-4-mpfi-lt-8v-flex-4p-automatico-flex-106900,CHEVROLET ONIX 2014 1.4 MPFI LT 8V FLEX 4P AUTOMATICO - Carango 106900
SANDERO,RENAULT,47900.0,52771,automatico,flex,Prata,2015,False,ATLANTIC MULTIMARCAS,https://carango.com.br/veiculo/renault-sandero-2015-1-6-stepway-16v-hi-flex-4p-automatico-flex-106876,RENAULT SANDERO 2015 1.6 STEPWAY 16V HI-FLEX 4P AUTOMÁTICO - Carango 106876
POLO,VOLKSWAGEN,79500.0,31000,automatico,flex,Branco,2019,False,GORDINHO AUTOMÓVEIS - Aracaju,https://carango.com.br/veiculo/volkswagen-polo-2019-1-0-200-tsi-comfortline-autom-tico-flex-106858,VOLKSWAGEN POLO 2019 1.0 200 TSI COMFORTLINE AUTOM  TICO - Carango 106858
POLO,VOLKSWAGEN,74900.0,75000,automatico,flex,Preto,2018,False,Automania Multimarcas - Aracaju,https://carango.com.br/veiculo/volkswagen-polo-2018-1-0-200-tsi-comfortline-automatico-flex-106809,VOLKSWAGEN POLO 2018 1.0 200 TSI COMFORTLINE AUTOMATICO - Carango 106809
IX35,HYUNDAI,97900.0,84000,automatico,flex,2019,2019,False,Automania Multimarcas - Aracaju,https://carango.com.br/veiculo/hyundai-ix35-2019-2-0-mpfi-gl-16v-flex-4p-automatico-flex-106796,HYUNDAI IX35 2019 2.0 MPFI GL 16V FLEX 4P AUTOMATICO - Carango 106796
VIRTUS,VOLKSWAGEN,84900.0,110000,automatico,flex,Branco,2019,False,Automania Multimarcas - Aracaju,https://carango.com.br/veiculo/volkswagen-virtus-2019-1-0-200-tsi-comfortline-automatico-flex-106795,VOLKSWAGEN VIRTUS 2019 1.0 200 TSI COMFORTLINE AUTOMÁTICO - Carango 106795
QQ,CHERY,A Combinar,,manual,flex,Preto,2018,False,Tipo Veículos,https://carango.com.br/veiculo/chery-qq-2018-1-0-mpfi-act-12v-flex-4p-manual-flex-106782,CHERY QQ 2018 1.0 MPFI ACT 12V FLEX 4P MANUAL - Carango 106782
ROVER,LAND,A Combinar,114223,automatico,diesel,Branco,2013,False,DNA Multimarcas - Aracaju,https://carango.com.br/veiculo/land-rover-freelander-2-2013-2-2-hse-sd4-16v-turbo-diesel-4p-automatico-diesel-106774,LAND ROVER FREELANDER 2 2013 2.2 HSE SD4 16V TURBO DIESEL 4P AUTOMÁTICO - Carango 106774
ONIX,CHEVROLET,A Combinar,31166,automatico,flex,Branco,2020,False,DNA Multimarcas - Aracaju,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-turbo-flex-premier-4p-automatico-flex-106762,CHEVROLET ONIX 2020 1.0 TURBO FLEX PREMIER 4P AUTOMÁTICO - Carango 106762
POLO,VOLKSWAGEN,A Combinar,67909,,flex,Branco,2018,False,DNA Multimarcas - Aracaju,https://carango.com.br/veiculo/volkswagen-polo-2018-1-0-polo-cl-ada-tci-turbo-4p-flex-flex-106754,VOLKSWAGEN POLO 2018 1.0 POLO CL ADA TCI TURBO 4P FLEX - Carango 106754
STRADA,FIAT,53900.0,68000,manual,flex,Branco,2017,False,BS Automoveis Ltda ,https://carango.com.br/veiculo/fiat-strada-2017-1-4-mpi-hard-working-cs-8v-flex-2p-manual-flex-106706,FIAT STRADA 2017 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL - Carango 106706
GOL,VOLKSWAGEN,A Combinar,9860,,flex,branco,2022,False,BORA SEMINOVOS,https://carango.com.br/veiculo/volkswagen-gol-2022-gol-1-0-flex-12v-5p-flex-106668,VOLKSWAGEN GOL 2022 Gol 1.0 Flex 12V 5p - Carango 106668
VOYAGE,VOLKSWAGEN,56800.0,89000,manual,flex,Branco,2019,False,ACESSO VEÍCULOS,https://carango.com.br/veiculo/volkswagen-voyage-2019-1-6-msi-totalflex-4p-manual-flex-106642,VOLKSWAGEN VOYAGE 2019 1.6 MSI TOTALFLEX 4P MANUAL - Carango 106642
STRADA,FIAT,61900.0,95232,manual,flex,Branco,2019,False,ACESSO VEÍCULOS,https://carango.com.br/veiculo/fiat-strada-2019-1-4-mpi-hard-working-cs-8v-flex-2p-manual-flex-106633,FIAT STRADA 2019 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL - Carango 106633
SANDERO,RENAULT,55900.0,1111,manual,flex,Branco,2021,False,ACESSO VEÍCULOS,https://carango.com.br/veiculo/renault-sandero-2021-1-0-12v-sce-flex-life-manual-flex-106631,RENAULT SANDERO 2021 1.0 12V SCE FLEX LIFE MANUAL - Carango 106631
DOBLÔ,FIAT,48900.0,199000,manual,flex,Prata,2014,False,ACESSO VEÍCULOS,https://carango.com.br/veiculo/fiat-doblo-2014-1-8-mpi-essence-16v-flex-4p-manual-flex-106630,FIAT DOBLÔ 2014 1.8 MPI ESSENCE 16V FLEX 4P MANUAL - Carango 106630
KA,FORD,57500.0,34697,manual,flex,Branco,2021,False,ACESSO VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2021-1-0-se-hatch-4p-manual-flex-106626,FORD KA 2021 1.0 SE HATCH 4P MANUAL  - Carango 106626
SPIN,CHEVROLET,A Combinar,,automatico,flex,Prata,2020,False,Tipo Veículos,https://carango.com.br/veiculo/chevrolet-spin-2020-1-8-premier-8v-flex-4p-automatico-flex-106605,CHEVROLET SPIN 2020 1.8 PREMIER 8V FLEX 4P AUTOMATICO - Carango 106605
PT,CHRYSLER,A Combinar,,automatico,gasolina,Prata,2007,False,Autus Centenário,https://carango.com.br/veiculo/chrysler-pt-cruiser-2007-2-0-limited-edition-16v-gasolina-4p-automatico-gasolina-106604,CHRYSLER PT CRUISER 2007 2.0 LIMITED EDITION 16V GASOLINA 4P AUTOMATICO - Carango 106604
ARGO,FIAT,A Combinar,25327,manual,flex,Cinza,2020,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/fiat-argo-2020-1-0-firefly-flex-drive-manual-flex-106579,FIAT ARGO 2020 1.0 FIREFLY FLEX DRIVE MANUAL - Carango 106579
SAVEIRO,VOLKSWAGEN,A Combinar,39264,manual,flex,Prata,2019,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/volkswagen-saveiro-2019-1-6-msi-robust-cs-8v-flex-2p-manual-flex-106578,VOLKSWAGEN SAVEIRO 2019 1.6 MSI ROBUST CS 8V FLEX 2P MANUAL - Carango 106578
RANGER,FORD,162800.0,80472,automatico,diesel,Preto,2019,False,Fabão Seminovos,https://carango.com.br/veiculo/ford-ranger-2019-2-2-xls-4x4-cd-16v-diesel-4p-automatico-diesel-106562,FORD RANGER 2019 2.2 XLS 4X4 CD 16V DIESEL 4P AUTOMÁTICO - Carango 106562
COMPASS,JEEP,199800.0,28152,automatico,diesel,Preto,2021,False,Fabão Seminovos,https://carango.com.br/veiculo/jeep-compass-2021-2-0-16v-diesel-limited-4x4-automatico-diesel-106555,JEEP COMPASS 2021 2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO - Carango 106555
HB20X,HYUNDAI,93000.0,8700,automatico,flex,2021,2021,False,EDSON DA SILVA ALMEIDA,https://carango.com.br/veiculo/hyundai-hb20x-2021-1-6-16v-flex-diamond-plus-autom-tico-flex-106546,HYUNDAI HB20X 2021 1.6 16V FLEX DIAMOND PLUS AUTOM  TICO - Carango 106546
UP,VOLKSWAGEN,50990.0,86904,manual,flex,Vermelho,2017,False,Toyolex Seminovos - Aracaju,https://carango.com.br/veiculo/volkswagen-up-2017-1-0-tsi-move-up-12v-flex-4p-manual-flex-106526,VOLKSWAGEN UP 2017 1.0 TSI MOVE UP 12V FLEX 4P MANUAL - Carango 106526
AMAROK,VOLKSWAGEN,97000.0,105000,manual,diesel,Branco,2014,False,Sergipe Veiculos,https://carango.com.br/veiculo/volkswagen-amarok-2014-2-0-4x4-cd-16v-turbo-intercooler-diesel-4p-manual-diesel-106516,VOLKSWAGEN AMAROK 2014 2.0 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL - Carango 106516
RENEGADE,JEEP,104000.0,,automatico,flex,Branco,2016,False,JLA Corretora,https://carango.com.br/veiculo/jeep-renegade-2016-1-8-16v-flex-longitude-4p-automatico-diesel-106446,JEEP RENEGADE 2016 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO - Carango 106446
VOYAGE,VOLKSWAGEN,A Combinar,21244,manual,flex,Branco,2021,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/volkswagen-voyage-2021-1-0-12v-mpi-totalflex-4p-manual-flex-106402,VOLKSWAGEN VOYAGE 2021 1.0 12V MPI TOTALFLEX 4P MANUAL - Carango 106402
COMPASS,JEEP,125000.0,121000,automatico,diesel,Vinho,2017,False,Douglas Messias ,https://carango.com.br/veiculo/jeep-compass-2017-longitude-2-0-4x4-dies-16v-aut-diesel-106401,JEEP COMPASS 2017 LONGITUDE 2.0 4x4 Dies. 16V Aut. - Carango 106401
HB20,HYUNDAI,A Combinar,,manual,flex,Prata,2020,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20-2020-1-0-12v-flex-evolution-manual-flex-106334,HYUNDAI HB20 2020 1.0 12V FLEX EVOLUTION MANUAL - Carango 106334
FRONTIER,NISSAN,A Combinar,,automatico,diesel,Branco,2018,False,Dancar Veículos,https://carango.com.br/veiculo/nissan-frontier-2018-2-5-le-4x4-cd-turbo-intercooler-diesel-4p-automatico-diesel-106330,NISSAN FRONTIER 2018 2.5 LE 4X4 CD TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO - Carango 106330
COMPASS,JEEP,A Combinar,,automatico,flex,Preto,2018,False,Tipo Veículos,https://carango.com.br/veiculo/jeep-compass-2018-1-3-t270-turbo-flex-longitude-at6-flex-106325,JEEP COMPASS 2018 1.3 T270 TURBO FLEX LONGITUDE AT6 - Carango 106325
GOL,VOLKSWAGEN,32900.0,70000,manual,flex,Branco,2015,False,WT Veículos,https://carango.com.br/veiculo/volkswagen-gol-2015-1-0-mi-city-8v-gasolina-2p-manual-g-iii-flex-106323,VOLKSWAGEN GOL 2015 1.0 MI CITY 8V GASOLINA 2P MANUAL G.III - Carango 106323
ONIX,CHEVROLET,A Combinar,,manual,flex,Prata,2018,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/chevrolet-onix-2018-1-0-flex-lt-manual-flex-106322,CHEVROLET ONIX 2018 1.0 FLEX LT MANUAL - Carango 106322
ONIX,CHEVROLET,A Combinar,,manual,flex,Prata,2018,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/chevrolet-onix-2018-1-0-flex-lt-manual-flex-106321,CHEVROLET ONIX 2018 1.0 FLEX LT MANUAL - Carango 106321
DUSTER,RENAULT,A Combinar,,automatico,flex,Branco,2015,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/renault-duster-2015-2-0-dynamique-4x2-16v-flex-4p-automatico-flex-106306,RENAULT DUSTER 2015 2.0 DYNAMIQUE 4X2 16V FLEX 4P AUTOMATICO - Carango 106306
RENEGADE,JEEP,117990.0,53904,automatico,diesel,Branco,2019,False,Toyolex Seminovos - Aracaju,https://carango.com.br/veiculo/jeep-renegade-2019-2-0-16v-turbo-diesel-trailhawk-4p-4x4-automatico-diesel-106293,JEEP RENEGADE 2019 2.0 16V TURBO DIESEL TRAILHAWK 4P 4X4 AUTOMÁTICO - Carango 106293
MONTANA,CHEVROLET,45000.0,,manual,flex,Branco,2015,False,Capela Revcar,https://carango.com.br/veiculo/chevrolet-montana-2015-1-4-mpfi-ls-cs-8v-flex-2p-manual-flex-106268,CHEVROLET MONTANA 2015 1.4 MPFI LS CS 8V FLEX 2P MANUAL - Carango 106268
VIRTUS,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2019,False,Tipo Veículos,https://carango.com.br/veiculo/volkswagen-virtus-2019-1-6-msi-total-flex-manual-flex-106267,VOLKSWAGEN VIRTUS 2019 1.6 MSI TOTAL FLEX MANUAL - Carango 106267
FIESTA,FORD,A Combinar,116000,,flex,Branco,2014,False,EXCLUSIVE MULTIMARCAS,https://carango.com.br/veiculo/ford-fiesta-2014-1-6-se-sedan-16v-flex-4p-powershift-flex-106260,FORD FIESTA 2014 1.6 SE SEDAN 16V FLEX 4P POWERSHIFT - Carango 106260
A3,AUDI,125990.0,26000,,flex,Preto,2019,False,Estácio da Silveira Lima,https://carango.com.br/veiculo/audi-a3-2019-1-4-tfsi-flex-sedan-prestige-tiptronic-flex-106227,AUDI A3 2019 1.4 TFSI FLEX SEDAN PRESTIGE TIPTRONIC - Carango 106227
ONIX,CHEVROLET,59990.0,,manual,flex,Preto,2020,False,Nova Aravel,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-mpfi-joy-8v-flex-4p-manual-flex-106221,CHEVROLET ONIX 2020 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 106221
CORSA,CHEVROLET,A Combinar,,,flex,Branco,2010,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/chevrolet-corsa-sedan-2010-maxx-1-4-8v-econo-flex-flex-106205,CHEVROLET CORSA SEDAN 2010 MAXX 1.4 8V(ECONO.FLEX) - Carango 106205
HILUX,TOYOTA,A Combinar,,automatico,flex,Prata,2014,False,Tipo Veículos,https://carango.com.br/veiculo/toyota-hilux-2014-2-7-srv-4x4-cd-16v-flex-4p-automatico-diesel-106204,TOYOTA HILUX 2014 2.7 SRV 4X4 CD 16V FLEX 4P AUTOMÁTICO - Carango 106204
CIVIC,HONDA,A Combinar,,automatico,flex,Cinza,2014,False,Tipo Veículos,https://carango.com.br/veiculo/honda-civic-2014-1-8-lxs-16v-flex-4p-automatico-flex-106203,HONDA CIVIC 2014 1.8 LXS 16V FLEX 4P AUTOMATICO - Carango 106203
GRAND,FIAT,A Combinar,,manual,flex,Prata,2019,False,Tipo Veículos,https://carango.com.br/veiculo/fiat-grand-siena-2019-1-0-evo-flex-attractive-manual-flex-106202,FIAT GRAND SIENA 2019 1.0 EVO FLEX ATTRACTIVE MANUAL - Carango 106202
VERSA,NISSAN,A Combinar,,,flex,Preto,2018,False,Tipo Veículos,https://carango.com.br/veiculo/nissan-versa-2018-1-6-16v-flex-sl-4p-xtronic-flex-106201,NISSAN VERSA 2018 1.6 16V FLEX SL 4P XTRONIC - Carango 106201
ECOSPORT,FORD,A Combinar,,manual,flex,Preto,2015,False,Tipo Veículos,https://carango.com.br/veiculo/ford-ecosport-2015-1-6-ecosport-se-manual-flex-106200,FORD ECOSPORT 2015 1.6 ECOSPORT SE MANUAL - Carango 106200
A,MERCEDES-BENZ,136000.0,22200,automatico,gasolina,Cinza,2019,False,JULIANA VEICULOS,https://carango.com.br/veiculo/mercedes-benz-a-200-2019-1-3-cgi-gasolina-style-sedan-7g-dct-gasolina-106199,MERCEDES-BENZ A 200 2019 1.3 CGI GASOLINA STYLE SEDAN 7G-DCT - Carango 106199
SENTRA,NISSAN,57500.0,87000,automatico,flex,Azul,2014,False,BK MULTIMARCAS ,https://carango.com.br/veiculo/nissan-sentra-2014-2-0-sl-16v-flex-4p-automatico-flex-106196,NISSAN SENTRA 2014 2.0 SL 16V FLEX 4P AUTOMATICO - Carango 106196
PRISMA,CHEVROLET,64500.0,56000,,flex,Cinza,2019,False,BK MULTIMARCAS ,https://carango.com.br/veiculo/chevrolet-prisma-2019-1-0-lt-4p-flex-flex-106195,CHEVROLET PRISMA 2019 1.0 LT 4P FLEX - Carango 106195
KA,FORD,48000.0,93000,manual,flex,Preto,2018,False,Sergipe Veiculos,https://carango.com.br/veiculo/ford-ka-2018-1-0-ti-vct-flex-se-manual-gasolina-e-alcool-106175,FORD KA 2018 1.0 TI-VCT FLEX SE MANUAL - Carango 106175
C3,CITROËN,39990.0,,manual,flex,Branco,2014,False,Capela Revcar,https://carango.com.br/veiculo/citroen-c3-2014-1-5-tendance-8v-flex-4p-manual-flex-106156,CITROËN C3 2014 1.5 TENDANCE 8V FLEX 4P MANUAL - Carango 106156
KICKS,NISSAN,89990.0,69000,,flex,Branco,2017,False,Sergipe Veiculos,https://carango.com.br/veiculo/nissan-kicks-2017-1-6-16v-flexstart-sv-4p-xtronic-gasolina-e-alcool-106131,NISSAN KICKS  2017 1.6 16V FLEXSTART SV 4P XTRONIC - Carango 106131
ARRIZO,CHERY,111990.0,31800,automatico,flex,Branco,2021,False,ALLAN Corretora,https://carango.com.br/veiculo/chery-arrizo-6-2021-1-5-16v-turbo-flex-gsx-automatico-flex-106107,CHERY ARRIZO 6 2021 1.5 16V TURBO FLEX GSX AUTOMÁTICO - Carango 106107
HILUX,TOYOTA,A Combinar,,automatico,diesel,Branco,2013,False,LAELSO FERREIRA DOS SANTOS,https://carango.com.br/veiculo/toyota-hilux-sw4-2013-3-0-srv-4x4-7-lugares-16v-turbo-intercooler-diesel-4p-automatico-diesel-106105,TOYOTA HILUX SW4 2013  3.0 SRV 4X4 7 LUGARES 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO - Carango 106105
UP!,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2017,False,Equilíbrio Veículos,https://carango.com.br/veiculo/volkswagen-up-2017-1-0-mpi-take-12v-flex-4p-manual-flex-106090,VOLKSWAGEN UP! 2017 1.0 MPI TAKE 12V FLEX 4P MANUAL - Carango 106090
AMAROK,VOLKSWAGEN,A Combinar,,automatico,diesel,Prata,2019,False,Equilíbrio Veículos,https://carango.com.br/veiculo/volkswagen-amarok-2019-3-0-v6-highline-cd-tdi-4x4-automatico-diesel-106089,VOLKSWAGEN AMAROK 2019 3.0 V6 HIGHLINE CD TDI 4X4 AUTOMATICO - Carango 106089
