modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor,href,info
IX35,HYUNDAI,A Combinar,,automatico,flex,Preto,2017,False,Equilíbrio Veículos,https://carango.com.br/veiculo/hyundai-ix35-2017-2-0-mpfi-gl-16v-flex-4p-automatico-flex-106088,HYUNDAI IX35 2017 2.0 MPFI GL 16V FLEX 4P AUTOMÁTICO - Carango 106088
SPIN,CHEVROLET,A Combinar,,manual,flex,Prata,2017,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/chevrolet-spin-2017-1-8-ltz-8v-flex-4p-manual-flex-106082,CHEVROLET SPIN 2017 1.8 LTZ 8V FLEX 4P MANUAL - Carango 106082
PRISMA,CHEVROLET,56000.0,86000,manual,flex,Preto,2018,False,Junior Veículos,https://carango.com.br/veiculo/chevrolet-prisma-2018-1-0-joy-spe-4p-flex-plus-manual-flex-106078,CHEVROLET PRISMA 2018  1.0 JOY SPE 4P. FLEX PLUS MANUAL - Carango 106078
KA,FORD,A Combinar,,manual,flex,Prata,2014,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/ford-ka-2014-1-0-i-8v-flex-4p-manual-flex-106070,FORD KA 2014 1.0 I 8V FLEX 4P MANUAL - Carango 106070
TUCSON,HYUNDAI,A Combinar,,automatico,flex,Preto,2013,False,Tipo Veículos,https://carango.com.br/veiculo/hyundai-tucson-2013-2-0-mpfi-gls-16v-143cv-2wd-flex-4p-automatico-flex-106067,HYUNDAI TUCSON 2013 2.0 MPFI GLS 16V 143CV 2WD FLEX 4P AUTOMATICO - Carango 106067
RANGER,FORD,A Combinar,,manual,flex,Prata,2011,False,Tipo Veículos,https://carango.com.br/veiculo/ford-ranger-2011-3-0-limited-4x4-cd-16v-turbo-eletronic-diesel-4p-manual-flex-106065,FORD RANGER 2011 3.0 LIMITED 4X4 CD 16V TURBO ELETRONIC DIESEL 4P MANUAL - Carango 106065
KA,FORD,A Combinar,,manual,flex,Branco,2018,False,Tipo Veículos,https://carango.com.br/veiculo/ford-ka-2018-1-0-12v-flex-4p-manual-flex-106064,FORD KA 2018 1.0 12V FLEX 4P MANUAL - Carango 106064
UP,VOLKSWAGEN,58990.0,,manual,flex,Branco,2017,False,Nova Aravel,https://carango.com.br/veiculo/volkswagen-up-2017-1-0-tsi-move-12v-flex-4p-manual-flex-106047,VOLKSWAGEN UP 2017 1.0 TSI MOVE 12V FLEX 4P MANUAL - Carango 106047
POLO,VOLKSWAGEN,91990.0,,automatico,,Branco,2021,False,Nova Aravel,https://carango.com.br/veiculo/volkswagen-polo-2021-1-0-200-tsi-comfortline-autom-tico-106046,VOLKSWAGEN POLO 2021 1.0 200 TSI COMFORTLINE AUTOM  TICO - Carango 106046
A4,AUDI,299990.0,15338,,gasolina,Cinza,2021,False,Manchete Multimarcas,https://carango.com.br/veiculo/audi-a4-2021-2-0-tfsi-gasolina-performance-black-s-tronic-gasolina-105937,AUDI A4 2021 2.0 TFSI GASOLINA PERFORMANCE BLACK S TRONIC - Carango 105937
SPIN,CHEVROLET,90000.0,49000,automatico,flex,Branco,2020,False,WT Veículos,https://carango.com.br/veiculo/chevrolet-spin-2020-1-8-premier-8v-flex-4p-automatico-flex-105914,CHEVROLET SPIN 2020 1.8 PREMIER 8V FLEX 4P AUTOMÁTICO - Carango 105914
HILUX,TOYOTA,210000.0,64000,automatico,flex,Branco,2019,False,WT Veículos,https://carango.com.br/veiculo/toyota-hilux-2019-2-7-srv-4x2-cd-16v-flex-4p-automatico-flex-105912,TOYOTA HILUX 2019 2.7 SRV 4X2 CD 16V FLEX 4P AUTOMATICO - Carango 105912
PALIO,FIAT,A Combinar,,manual,flex,Branco,2017,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/fiat-palio-2017-1-0-mpi-fire-8v-flex-4p-manual-flex-105904,FIAT PALIO 2017 1.0 MPI FIRE 8V FLEX 4P MANUAL - Carango 105904
SIENA,FIAT,A Combinar,,manual,flex,Prata,2014,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/fiat-siena-2014-1-0-mpi-el-8v-flex-4p-manual-flex-105899,FIAT SIENA 2014 1.0 MPI EL 8V FLEX 4P MANUAL - Carango 105899
GOL,VOLKSWAGEN,A Combinar,,manual,flex,Preto,2014,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/volkswagen-gol-2014-1-0-mi-city-8v-flex-4p-manual-flex-105898,VOLKSWAGEN GOL 2014 1.0 MI CITY 8V FLEX 4P MANUAL - Carango 105898
SIENA,FIAT,20000.0,,,flex,Branco,2012,False,Marcelo Medeiros FILHO,https://carango.com.br/veiculo/fiat-siena-2012-1-4-mpi-8v-flex-4p-tetrafuel-flex-105879,FIAT SIENA 2012 1.4 MPI 8V FLEX 4P TETRAFUEL - Carango 105879
FOX,VOLKSWAGEN,43000.0,82000,manual,flex,Branco,2014,False,PIRES AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-fox-2014-1-0-mi-trendline-8v-flex-4p-manual-flex-105858,VOLKSWAGEN FOX 2014 1.0 MI TRENDLINE 8V FLEX 4P MANUAL - Carango 105858
FIESTA,FORD,A Combinar,,manual,flex,Branco,2012,False,Tipo Veículos,https://carango.com.br/veiculo/ford-fiesta-2012-1-0-mpi-8v-flex-4p-manual-flex-105838,FORD FIESTA 2012 1.0 MPI 8V FLEX 4P MANUAL - Carango 105838
KWID,RENAULT,A Combinar,,manual,flex,Vermelho,2020,False,Tipo Veículos,https://carango.com.br/veiculo/renault-kwid-2020-1-0-12v-sce-flex-intense-manual-flex-105837,RENAULT KWID 2020 1.0 12V SCE FLEX INTENSE MANUAL - Carango 105837
SANDERO,RENAULT,49900.0,72000,manual,flex,Branco,2019,False,BK MULTIMARCAS ,https://carango.com.br/veiculo/renault-sandero-2019-1-6-16v-sce-flex-expression-manual-flex-105772,RENAULT SANDERO 2019 1.6 16V SCE FLEX EXPRESSION MANUAL - Carango 105772
EQUINOX,CHEVROLET,147990.0,72226,automatico,gasolina,Preto,2018,False,CITY CAR MULTIMARCAS,https://carango.com.br/veiculo/chevrolet-equinox-2018-2-0-16v-turbo-gasolina-premier-awd-automatico-gasolina-105726,CHEVROLET EQUINOX 2018 2.0 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO - Carango 105726
GOL,VOLKSWAGEN,A Combinar,29746,manual,flex,Branco,2022,False,EXCLUSIVE MULTIMARCAS,https://carango.com.br/veiculo/volkswagen-gol-2022-1-0-12v-mpi-totalflex-4p-manual-gasolina-e-alcool-105717,VOLKSWAGEN GOL 2022 1.0 12V MPI TOTALFLEX 4P MANUAL - Carango 105717
GOL,VOLKSWAGEN,A Combinar,53000,manual,flex,Branco,2020,False,EXCLUSIVE MULTIMARCAS,https://carango.com.br/veiculo/volkswagen-gol-2020-1-6-msi-totalflex-4p-manual-gasolina-e-alcool-105715,VOLKSWAGEN GOL 2020 1.6 MSI TOTALFLEX 4P MANUAL - Carango 105715
OMEGA,CHEVROLET,49990.0,153317,,gasolina,Prata,1996,False,ZITO MULTIMARCAS,https://carango.com.br/veiculo/chevrolet-omega-sedan-1996-cd-4-1-sfi-gasolina-105690,CHEVROLET OMEGA SEDAN 1996 CD 4.1 SFI - Carango 105690
HILUX,TOYOTA,119990.0,300,manual,diesel,Prata,2013,False,Grupo R1 Autos ,https://carango.com.br/veiculo/toyota-hilux-2013-3-0-std-4x4-cd-16v-turbo-intercooler-diesel-4p-manual-diesel-105660,TOYOTA HILUX 2013 3.0 STD 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL - Carango 105660
HILUX,TOYOTA,225.0,85600,automatico,flex,2019,2019,False,JULIANA VEICULOS,https://carango.com.br/veiculo/toyota-hilux-2019-2-7-srv-4x4-cd-16v-flex-4p-automatico-diesel-105616,TOYOTA HILUX 2019 2.7 SRV 4X4 CD 16V FLEX 4P AUTOMATICO - Carango 105616
CAMARO,CHEVROLET,190000.0,42500,automatico,gasolina,Preto,2011,False,Junior Veículos,https://carango.com.br/veiculo/chevrolet-camaro-2011-6-2-2ss-coupe-v8-gasolina-2p-automatico-gasolina-105614,CHEVROLET CAMARO 2011 6.2 2SS COUPÉ V8 GASOLINA 2P AUTOMÁTICO - Carango 105614
JOURNEY,DODGE,75000.0,,automatico,gasolina,Branco,2014,False,JLA Corretora,https://carango.com.br/veiculo/dodge-journey-2014-3-6-rt-awd-v6-gasolina-4p-automatico-gasolina-105611,DODGE JOURNEY 2014 3.6 RT AWD V6 GASOLINA 4P AUTOMATICO - Carango 105611
HB20,HYUNDAI,A Combinar,,manual,flex,Vermelho,2015,False,Tipo Veículos,https://carango.com.br/veiculo/hyundai-hb20-2015-1-0-comfort-12v-flex-4p-manual-flex-105607,HYUNDAI HB20 2015 1.0 COMFORT 12V FLEX 4P MANUAL - Carango 105607
HR-V,HONDA,A Combinar,,automatico,flex,Prata,2018,False,Tipo Veículos,https://carango.com.br/veiculo/honda-hr-v-2018-1-8-16v-flex-ex-4p-automatico-flex-105606,HONDA HR-V 2018 1.8 16V FLEX EX 4P AUTOMATICO - Carango 105606
SAVEIRO,VOLKSWAGEN,80000.0,77500000,manual,flex,Branco,2019,False,KM VEÍCULOS,https://carango.com.br/veiculo/volkswagen-saveiro-2019-1-6-msi-robust-cd-8v-flex-2p-manual-flex-105599,VOLKSWAGEN SAVEIRO 2019 1.6 MSI ROBUST CD 8V FLEX 2P MANUAL - Carango 105599
T-CROSS,VOLKSWAGEN,110000.0,40000,automatico,flex,Cinza,2020,False,Mago Automóveis - Aracaju,https://carango.com.br/veiculo/volkswagen-t-cross-2020-1-0-200-tsi-comfortline-flex-automatico-flex-105580,VOLKSWAGEN T-CROSS 2020 1.0 200 TSI COMFORTLINE FLEX AUTOMÁTICO - Carango 105580
VERSA,NISSAN,63900.0,47384,automatico,flex,Prata,2018,False,CITY CAR MULTIMARCAS,https://carango.com.br/veiculo/nissan-versa-2018-1-6-sv-16v-flex-4p-automatico-flex-105551,NISSAN VERSA 2018 1.6 SV 16V FLEX 4P AUTOMÁTICO - Carango 105551
FOX,VOLKSWAGEN,59000.0,54265,,flex,Branco,2019,False,PRIMECAR AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-fox-2019-1-6-msi-total-flex-connect-4p-i-motion-flex-105546,VOLKSWAGEN FOX 2019 1.6 MSI TOTAL FLEX CONNECT 4P I-MOTION - Carango 105546
AIRCROSS,CITROËN,A Combinar,,manual,flex,Prata,2018,False,GM Veículos,https://carango.com.br/veiculo/citroen-aircross-2018-1-5-start-8v-flex-4p-manual-flex-105533,CITROËN AIRCROSS 2018 1.5 START 8V FLEX 4P MANUAL - Carango 105533
GOL,VOLKSWAGEN,A Combinar,,manual,flex,Prata,2018,False,Equilíbrio Veículos,https://carango.com.br/veiculo/volkswagen-gol-2018-1-0-mi-trendline-8v-flex-4p-manual-flex-105525,VOLKSWAGEN GOL 2018 1.0 MI TRENDLINE 8V FLEX 4P MANUAL - Carango 105525
PAJERO,MITSUBISHI,75000.0,185000,automatico,gasolina,Dourado,2008,False,Carlos Eduardo - Pajero,https://carango.com.br/veiculo/mitsubishi-pajero-full-2008-3-8-gls-4x4-v6-24v-gasolina-4p-automatico-gasolina-105516,MITSUBISHI PAJERO FULL 2008 3.8 GLS 4X4 V6 24V GASOLINA 4P AUTOMATICO - Carango 105516
GRAND,NISSAN,38990.0,95000,automatico,flex,Preto,2013,False,WT Veículos,https://carango.com.br/veiculo/nissan-grand-livina-2013-1-8-sl-16v-flex-4p-automatico-flex-105475,NISSAN GRAND LIVINA 2013 1.8 SL 16V FLEX 4P AUTOMATICO - Carango 105475
SPIN,CHEVROLET,65990.0,89000,manual,flex,Branco,2018,False,WT Veículos,https://carango.com.br/veiculo/chevrolet-spin-2018-1-8-ltz-8v-flex-4p-manual-flex-105474,CHEVROLET SPIN 2018 1.8 LTZ 8V FLEX 4P MANUAL - Carango 105474
HB20,HYUNDAI,43990.0,85000,manual,flex,Prata,2014,False,WT Veículos,https://carango.com.br/veiculo/hyundai-hb20-2014-1-6-comfort-16v-flex-4p-manual-flex-105473,HYUNDAI HB20 2014 1.6 COMFORT 16V FLEX 4P MANUAL - Carango 105473
KICKS,NISSAN,90700.0,,,flex,Cinza,2019,False,Dancar Veículos,https://carango.com.br/veiculo/nissan-kicks-2019-kicks-s-1-6-xtronic-flex-flex-105469,NISSAN KICKS  2019  KICKS S 1.6 XTRONIC FLEX - Carango 105469
GOL,VOLKSWAGEN,44700.0,,,flex,Branco,2018,False,Dancar Veículos,https://carango.com.br/veiculo/volkswagen-gol-2018-1-0-trendline-flex-8v-4p-flex-105468,VOLKSWAGEN GOL 2018 1.0 TRENDLINE FLEX 8V 4P - Carango 105468
SPIN,CHEVROLET,104700.0,,automatico,flex,Azul,2021,False,Dancar Veículos,https://carango.com.br/veiculo/chevrolet-spin-2021-1-8-premier-8v-flex-4p-autom-tico-flex-105467,CHEVROLET SPIN 2021 1.8 PREMIER 8V FLEX 4P AUTOM  TICO - Carango 105467
SANDERO,RENAULT,35700.0,,manual,flex,Vermelho,2012,False,Dancar Veículos,https://carango.com.br/veiculo/renault-sandero-2012-1-6-sl-stepway-rip-curl-16v-hi-flex-4p-manual-flex-105466,RENAULT SANDERO 2012 1.6 SL STEPWAY RIP CURL 16V HI-FLEX 4P MANUAL - Carango 105466
FIESTA,FORD,A Combinar,,manual,flex,Prata,2014,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/ford-fiesta-2014-1-0-mpi-class-8v-flex-4p-manual-flex-105435,FORD FIESTA 2014 1.0 MPI CLASS 8V FLEX 4P MANUAL - Carango 105435
CLASSIC,CHEVROLET,A Combinar,,manual,flex,Branco,2015,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/chevrolet-classic-2015-1-0-mpfi-ls-8v-flex-4p-manual-flex-105434,CHEVROLET CLASSIC 2015 1.0 MPFI LS 8V FLEX 4P MANUAL - Carango 105434
JETTA,VOLKSWAGEN,87000.0,,automatico,gasolina,Prata,2016,False,PEPPA VEICULOS,https://carango.com.br/veiculo/volkswagen-jetta-2016-1-4-tsi-comfortline-gasolina-aut-gasolina-105405,VOLKSWAGEN JETTA 2016  1.4 TSI Comfortline GASOLINA  AUT. - Carango 105405
HILUX,TOYOTA,149000.0,120000,automatico,diesel,Bege,2013,False,Edson Veículos - Aracaju,https://carango.com.br/veiculo/toyota-hilux-2013-3-0-srv-4x4-cd-16v-turbo-intercooler-diesel-4p-automatico-diesel-105376,TOYOTA HILUX 2013 3.0 SRV 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO - Carango 105376
HB20,HYUNDAI,92000.0,41359,automatico,flex,Grafite,2021,False,GILVAN VEÍCULOS,https://carango.com.br/veiculo/hyundai-hb20-2021-1-6-16v-flex-vision-automatico-flex-105350,HYUNDAI HB20 2021 1.6 16V FLEX VISION AUTOMÁTICO - Carango 105350
PAJERO,MITSUBISHI,114000.0,152217,automatico,diesel,Prata,2013,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/mitsubishi-pajero-dakar-2013-3-2-4x4-16v-turbo-intercooler-diesel-4p-automatico-diesel-105332,MITSUBISHI PAJERO DAKAR 2013 3.2 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO - Carango 105332
FRONTIER,NISSAN,199000.0,59448,automatico,diesel,Branco,2020,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/nissan-frontier-2020-2-3-16v-turbo-diesel-attack-cd-4x4-automatico-diesel-105331,NISSAN FRONTIER 2020 2.3 16V TURBO DIESEL ATTACK CD 4X4 AUTOMÁTICO - Carango 105331
COROLLA,TOYOTA,33000.0,,automatico,flex,Azul,2007,False,JLA Corretora,https://carango.com.br/veiculo/toyota-corolla-2007-1-8-xei-16v-flex-4p-automatico-gasolina-105327,TOYOTA COROLLA 2007 1.8 XEI 16V FLEX 4P AUTOMATICO - Carango 105327
COMPASS,JEEP,142990.0,75000,,diesel,Branco,2019,False,GUIMA VEICULOS - CHERY,https://carango.com.br/veiculo/jeep-compass-2019-compass-longitude-4x4-diesel-diesel-105312,JEEP COMPASS 2019 COMPASS LONGITUDE 4X4 DIESEL - Carango 105312
T4,TROLLER,88000.0,,manual,diesel,Laranja,2008,False,JLA Corretora,https://carango.com.br/veiculo/troller-t4-2008-3-0-teto-de-lona-16v-turbo-eletronic-diesel-2p-manual-diesel-105299,TROLLER T4 2008 3.0 TETO DE LONA 16V TURBO ELETRONIC DIESEL 2P MANUAL - Carango 105299
TORO,FIAT,115000.0,93000,manual,diesel,Branco,2018,False,IDEAL MULTIMARCAS,https://carango.com.br/veiculo/fiat-toro-2018-2-0-16v-turbo-diesel-freedom-4wd-manual-diesel-105279,FIAT TORO 2018 2.0 16V TURBO DIESEL FREEDOM 4WD MANUAL - Carango 105279
CAPTUR,RENAULT,81000.0,51200,,flex,Marrom,2019,False,IDEAL MULTIMARCAS,https://carango.com.br/veiculo/renault-captur-2019-1-6-16v-sce-flex-intense-x-tronic-flex-105277,RENAULT CAPTUR 2019 1.6 16V SCE FLEX INTENSE X-TRONIC - Carango 105277
HILUX,TOYOTA,A Combinar,,automatico,diesel,Preto,2011,False,IDEAL MULTIMARCAS,https://carango.com.br/veiculo/toyota-hilux-2011-3-0-srv-4x4-cd-16v-turbo-intercooler-diesel-4p-automatico-diesel-105272,TOYOTA HILUX 2011 3.0 SRV 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMATICO - Carango 105272
RANGER,FORD,163900.0,,automatico,diesel,Branco,2019,False,BK MULTIMARCAS ,https://carango.com.br/veiculo/ford-ranger-2019-2-2-xls-4x4-cd-16v-diesel-4p-automatico-diesel-105242,FORD RANGER 2019 2.2 XLS 4X4 CD 16V DIESEL 4P AUTOMÁTICO - Carango 105242
KICKS,NISSAN,93000.0,76000,,flex,Prata,2018,False,Sergipe Veiculos,https://carango.com.br/veiculo/nissan-kicks-2018-1-6-16v-flexstart-sl-4p-xtronic-gasolina-e-alcool-105227,NISSAN KICKS  2018 1.6 16V FLEXSTART SL 4P XTRONIC - Carango 105227
TORO,FIAT,134800.0,79038,automatico,diesel,Branco,2018,False,Edson Veículos - Aracaju,https://carango.com.br/veiculo/fiat-toro-2018-2-0-16v-turbo-diesel-volcano-4wd-at9-diesel-105216,FIAT TORO 2018 2.0 16V TURBO DIESEL VOLCANO 4WD AT9 - Carango 105216
AMAROK,VOLKSWAGEN,135000.0,127000,automatico,diesel,Branco,2016,False,Leandro catao nogueira ,https://carango.com.br/veiculo/volkswagen-amarok-2016-2-0-trendline-4x4-cd-16v-turbo-intercooler-diesel-4p-automatico-diesel-105207,VOLKSWAGEN AMAROK 2016 2.0 TRENDLINE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMATICO - Carango 105207
C4,CITROËN,50000.0,46299,automatico,flex,Preto,2015,False,Humberto Torres,https://carango.com.br/veiculo/citroen-c4-lounge-2015-2-0-mpfi-tendance-16v-flex-4p-automatico-flex-105206,CITROËN C4 LOUNGE 2015 2.0 MPFI TENDANCE 16V FLEX 4P AUTOMATICO - Carango 105206
IX35,HYUNDAI,72000.0,110000,automatico,flex,2015,2015,False,Jose adauto barbosa pugliesi,https://carango.com.br/veiculo/hyundai-ix35-2015-2-0-mpfi-gls-16v-flex-4p-automatico-flex-105124,HYUNDAI IX35 2015 2.0 MPFI GLS 16V FLEX 4P AUTOMATICO - Carango 105124
X1,BMW,186000.0,57000,automatico,flex,Branco,2019,False,JULIANA VEICULOS,https://carango.com.br/veiculo/bmw-x1-2019-2-0-16v-turbo-activeflex-sdrive20i-x-line-4p-automatico-gasolina-105119,BMW X1 2019 2.0 16V TURBO ACTIVEFLEX SDRIVE20I X-LINE 4P AUTOMATICO - Carango 105119
328i,BMW,138000.0,41400,automatico,gasolina,Branco,2015,False,JULIANA VEICULOS,https://carango.com.br/veiculo/bmw-328i-2015-2-0-gt-m-sport-16v-gasolina-4p-automatico-gasolina-105118,BMW 328i 2015 2.0 GT M SPORT 16V GASOLINA 4P AUTOMATICO - Carango 105118
320i,BMW,134000.0,27300,automatico,flex,Branco,2018,False,JULIANA VEICULOS,https://carango.com.br/veiculo/bmw-320i-2018-2-0-16v-turbo-active-flex-4p-automatico-gasolina-105117,BMW 320i 2018 2.0 16V TURBO ACTIVE FLEX 4P AUTOMÁTICO - Carango 105117
GLA,MERCEDES-BENZ,156000.0,59000,automatico,flex,Branco,2018,False,JULIANA VEICULOS,https://carango.com.br/veiculo/mercedes-benz-gla-200-2018-1-6-cgi-flex-advance-7g-dct-flex-105116,MERCEDES-BENZ GLA 200 2018 1.6 CGI FLEX ADVANCE 7G-DCT - Carango 105116
FOCUS,FORD,38000.0,,automatico,flex,Preto,2013,False,TOM AUTOS,https://carango.com.br/veiculo/ford-focus-2013-2-0-se-sedan-automatico-flex-105115,FORD FOCUS 2013  2.0 SE SEDAN AUTOMÁTICO  - Carango 105115
RANGER,FORD,A Combinar,79115,manual,diesel,branco,2017,False,BORA SEMINOVOS,https://carango.com.br/veiculo/ford-ranger-2017-ranger-xls-2-2-4x4-cd-diesel-mec--diesel-105099,FORD RANGER 2017 Ranger XLS 2.2 4x4 CD Diesel Mec. - Carango 105099
HB20X,HYUNDAI,64990.0,39904,automatico,flex,Branco,2018,False,Toyolex Seminovos - Aracaju,https://carango.com.br/veiculo/hyundai-hb20x-2018-1-6-16v-style-flex-4p-automatico-flex-105068,HYUNDAI HB20X 2018 1.6 16V STYLE FLEX 4P AUTOMÁTICO - Carango 105068
FIESTA,FORD,30000.0,,manual,flex,Preto,2012,False,PEPPA VEICULOS,https://carango.com.br/veiculo/ford-fiesta-2012-1-0-mpi-8v-flex-4p-manual-flex-105045,FORD FIESTA 2012 1.0 MPI 8V FLEX 4P MANUAL - Carango 105045
COBALT,CHEVROLET,46000.0,,manual,flex,Prata,2020,False,PEPPA VEICULOS,https://carango.com.br/veiculo/chevrolet-cobalt-2020-1-4-mpfi-ltz-8v-flex-4p-manual-flex-105044,CHEVROLET COBALT 2020 1.4 MPFI LTZ 8V FLEX 4P MANUAL - Carango 105044
CLASSIC,CHEVROLET,36000.0,,manual,flex,Prata,2015,False,PEPPA VEICULOS,https://carango.com.br/veiculo/chevrolet-classic-2015-1-0-mpfi-ls-8v-flex-4p-manual-flex-105042,CHEVROLET CLASSIC 2015 1.0 MPFI LS 8V FLEX 4P MANUAL - Carango 105042
CRONOS,FIAT,66000.0,,manual,flex,Prata,2019,False,PEPPA VEICULOS,https://carango.com.br/veiculo/fiat-cronos-2019-1-3-drive-8v-flex-4p-manual-flex-105040,FIAT CRONOS 2019 1.3 DRIVE 8V FLEX 4P MANUAL - Carango 105040
KA,FORD,48000.0,,manual,flex,Prata,2018,False,PEPPA VEICULOS,https://carango.com.br/veiculo/ford-ka-2018-1-0-12v-flex-4p-manual-flex-105039,FORD KA 2018 1.0 12V FLEX 4P MANUAL - Carango 105039
PAJERO,MITSUBISHI,57000.0,,manual,flex,Branco,2013,False,PEPPA VEICULOS,https://carango.com.br/veiculo/mitsubishi-pajero-2013-2-5-gls-4x4-8v-turbo-diesel-4p-manual-flex-105038,MITSUBISHI PAJERO 2013 2.5 GLS 4X4 8V TURBO DIESEL 4P MANUAL - Carango 105038
MOBI,FIAT,49000.0,,,flex,Prata,2019,False,PEPPA VEICULOS,https://carango.com.br/veiculo/fiat-mobi-2019-1-0-firefly-flex-drive-gsr-flex-105037,FIAT MOBI 2019 1.0 FIREFLY FLEX DRIVE GSR - Carango 105037
GOL,VOLKSWAGEN,46000.0,,manual,flex,Branco,2017,False,PEPPA VEICULOS,https://carango.com.br/veiculo/volkswagen-gol-2017-1-0-mi-trendline-8v-flex-4p-manual-flex-105035,VOLKSWAGEN GOL 2017 1.0 MI TRENDLINE 8V FLEX 4P MANUAL - Carango 105035
HB20,HYUNDAI,60000.0,,manual,flex,Cinza,2020,False,PEPPA VEICULOS,https://carango.com.br/veiculo/hyundai-hb20-2020-1-0-12v-flex-sense-manual-flex-105034,HYUNDAI HB20 2020 1.0 12V FLEX SENSE MANUAL - Carango 105034
NEW,FORD,43000.0,,,flex,Preto,2013,False,PEPPA VEICULOS,https://carango.com.br/veiculo/ford-new-fiesta-2013-1-5-hatch-16v-flex-4p-flex-105033,FORD NEW FIESTA 2013 1.5 HATCH 16V FLEX 4P - Carango 105033
FIESTA,FORD,27700.0,,manual,flex,Prata,2014,False,Dancar Veículos,https://carango.com.br/veiculo/ford-fiesta-2014-1-0-mpi-class-8v-flex-4p-manual-flex-104982,FORD FIESTA 2014 1.0 MPI CLASS 8V FLEX 4P MANUAL - Carango 104982
308,PEUGEOT,34700.0,,manual,flex,Prata,2013,False,Dancar Veículos,https://carango.com.br/veiculo/peugeot-308-2013-1-6-allure-16v-flex-4p-manual-104981,PEUGEOT 308 2013 1.6 ALLURE 16V FLEX 4P MANUAL - Carango 104981
KA,FORD,53700.0,,manual,flex,Prata,2020,False,Dancar Veículos,https://carango.com.br/veiculo/ford-ka-2020-1-0-se-hatch-4p-manual-flex-104980,FORD KA 2020 1.0 SE HATCH 4P MANUAL  - Carango 104980
COROLLA,TOYOTA,A Combinar,3790,automatico,flex,Preto,2022,False,Auto Flex,https://carango.com.br/veiculo/toyota-corolla-2022-2-0-vvt-ie-flex-gr-s-direct-shift-flex-104978,TOYOTA COROLLA 2022 2.0 VVT-IE FLEX GR-S DIRECT SHIFT - Carango 104978
FRONTIER,NISSAN,85990.0,165000,manual,diesel,Verde,2012,False,WT Veículos,https://carango.com.br/veiculo/nissan-frontier-2012-2-5-se-4x2-cd-turbo-eletronic-diesel-4p-manual-diesel-104929,NISSAN FRONTIER 2012 2.5 SE 4X2 CD TURBO ELETRONIC DIESEL 4P MANUAL - Carango 104929
COMPASS,JEEP,145000.0,20060,automatico,flex,Vermelho,2017,False,GILVAN VEÍCULOS,https://carango.com.br/veiculo/jeep-compass-2017-1-3-t270-turbo-flex-longitude-80-anos-at6-diesel-104909,JEEP COMPASS 2017 1.3 T270 TURBO FLEX LONGITUDE 80 ANOS AT6 - Carango 104909
A3,AUDI,114900.0,39000,automatico,gasolina,Azul,2018,False,BK MULTIMARCAS ,https://carango.com.br/veiculo/audi-a3-2018-1-4-tfsi-sedan-16v-gasolina-4p-s-tronic-gasolina-104897,AUDI A3 2018 1.4 TFSI SEDAN 16V GASOLINA 4P S-TRONIC - Carango 104897
FOCUS,FORD,69990.0,78000000,manual,gasolina,Cinza,2018,False,BK MULTIMARCAS ,https://carango.com.br/veiculo/ford-focus-2018-1-6-se-hatch-16v-4p-manual-gasolina-104896,FORD FOCUS 2018 1.6 SE HATCH 16V 4P MANUAL - Carango 104896
DUSTER,RENAULT,A Combinar,,manual,flex,Branco,2019,False,Tipo Veículos,https://carango.com.br/veiculo/renault-duster-oroch-2019-1-6-16v-flex-dynamique-4p-manual-flex-104839,RENAULT DUSTER OROCH 2019 1.6 16V. FLEX DYNAMIQUE 4P MANUAL - Carango 104839
COROLLA,TOYOTA,93000.0,,automatico,flex,Cinza,2018,False,WT Veículos,https://carango.com.br/veiculo/toyota-corolla-2018-1-8-gli-upper-16v-flex-4p-automatico-flex-104828,TOYOTA COROLLA 2018 1.8 GLI UPPER 16V FLEX 4P AUTOMATICO - Carango 104828
HB20S,HYUNDAI,66000.0,61000,manual,flex,Prata,2019,False,Sergipe Veiculos,https://carango.com.br/veiculo/hyundai-hb20s-2019-1-0-comfort-plus-12v-flex-4p-manual-gasolina-e-alcool-104817,HYUNDAI HB20S 2019 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 104817
